[1, [9.98452484 7.46567185 0.91772256], 196510.024, [6.63494613 5.04727089 1.94196541]]
[1, [9.97453305 4.36841229 4.07704572], 196512.504, [6.45263832 6.03783479 3.84040055]]
X[1, [9.97360714 4.25417196 3.80029579], 196512.524, [6.45226983 6.03958668 3.86496823]]
[2, [9.97847197 4.60054097 3.91632059], 196512.524, [6.45226983 6.03958668 3.86496823]]
[1, [9.97361994 4.36610981 4.06698465], 196512.524, [6.45226983 6.03958668 3.86496823]]
X[1, [9.97468102 4.25512899 3.78549305], 196512.544, [6.45190786 6.04130526 3.88914872]]
[2, [9.97869103 4.60200982 3.89722938], 196512.544, [6.45190786 6.04130526 3.88914872]]
[1, [9.97397823 4.36745345 4.04795898], 196512.544, [6.45190786 6.04130526 3.88914872]]
X[1, [9.97515963 4.25205951 3.77034885], 196512.564, [6.45155229 6.04299077 3.91294751]]
[2, [9.9789087  4.60345645 3.88642401], 196512.564, [6.45155229 6.04299077 3.91294751]]
[1, [9.97516681 4.36402917 4.03723905], 196512.564, [6.45155229 6.04299077 3.91294751]]
X[1, [ 9.96957298 12.2743474   3.8218586 ], 196516.644, [ 6.43367645 12.55085837  4.50647283]]
[1, [ 9.97359156 13.5426405   3.89092216], 196516.644, [ 6.43367645 12.55085837  4.50647283]]
[2, [ 9.97480402 11.9248569   3.93779139], 196516.644, [ 6.43367645 12.55085837  4.50647283]]
[1, [ 9.97355324 15.11934539  4.0174459 ], 196516.644, [ 6.43367645 12.55085837  4.50647283]]
[1, [ 9.96958572 12.16550972  4.09121105], 196516.644, [ 6.43367645 12.55085837  4.50647283]]
[1, [ 9.97351215 13.34656949  4.11847619], 196516.644, [ 6.43367645 12.55085837  4.50647283]]
[1, [ 9.97456576 14.84007832  4.11615235], 196516.644, [ 6.43367645 12.55085837  4.50647283]]
X[1, [ 9.96828351 12.25047084  3.81957197], 196516.664, [ 6.43363174 12.58119676  4.51271239]]
[1, [ 9.97357399 13.5226307   3.88318307], 196516.664, [ 6.43363174 12.58119676  4.51271239]]
[2, [ 9.97483419 11.90477557  3.9341632 ], 196516.664, [ 6.43363174 12.58119676  4.51271239]]
[1, [ 9.97361459 15.09904019  4.01414924], 196516.664, [ 6.43363174 12.58119676  4.51271239]]
[1, [ 9.96963744 12.14507912  4.08827469], 196516.664, [ 6.43363174 12.58119676  4.51271239]]
[1, [ 9.97354425 13.32592893  4.1101771 ], 196516.664, [ 6.43363174 12.58119676  4.51271239]]
[1, [ 9.97459322 14.81944882  4.11206647], 196516.664, [ 6.43363174 12.58119676  4.51271239]]
X[1, [ 9.96962208 12.2343383   3.81643224], 196516.684, [ 6.43358706 12.61097013  4.51896665]]
[1, [ 9.97437441 13.50224503  3.8791797 ], 196516.684, [ 6.43358706 12.61097013  4.51896665]]
[2, [ 9.9748696  11.88403908  3.93043634], 196516.684, [ 6.43358706 12.61097013  4.51896665]]
[1, [ 9.97361604 15.07800445  4.00138762], 196516.684, [ 6.43358706 12.61097013  4.51896665]]
[1, [ 9.96965255 12.12402472  4.08519324], 196516.684, [ 6.43358706 12.61097013  4.51896665]]
[1, [ 9.97465561 13.3093488   4.10998603], 196516.684, [ 6.43358706 12.61097013  4.51896665]]
[1, [ 9.97433593 14.80234961  4.10292079], 196516.684, [ 6.43358706 12.61097013  4.51896665]]
X[1, [ 9.96833073 12.21799834  3.81359999], 196516.704, [ 6.43354237 12.64017926  4.52521715]]
[1, [ 9.97472233 13.48557453  3.87497913], 196516.704, [ 6.43354237 12.64017926  4.52521715]]
[2, [ 9.97461798 11.86723056  3.93076184], 196516.704, [ 6.43354237 12.64017926  4.52521715]]
[1, [ 9.97442491 15.06583956  3.99258724], 196516.704, [ 6.43354237 12.64017926  4.52521715]]
[1, [ 9.96836706 12.10700985  4.08196343], 196516.704, [ 6.43354237 12.64017926  4.52521715]]
[1, [ 9.97364984 13.29174991  4.10114356], 196516.704, [ 6.43354237 12.64017926  4.52521715]]
[1, [ 9.97467639 14.78518334  4.09349843], 196516.704, [ 6.43354237 12.64017926  4.52521715]]
X[1, [ 9.96834899 12.22757948  3.81438019], 196516.744, [ 6.43345287 12.69690571  4.53756728]]
[1, [ 9.97470713 13.49466677  3.87543037], 196516.744, [ 6.43345287 12.69690571  4.53756728]]
[1, [ 9.97369293 15.07364556  3.99925752], 196516.744, [ 6.43345287 12.69690571  4.53756728]]
[2, [ 9.97462156 11.87593831  3.92921427], 196516.744, [ 6.43345287 12.69690571  4.53756728]]
[1, [ 9.96969084 12.11893029  4.08181965], 196516.744, [ 6.43345287 12.69690571  4.53756728]]
[1, [ 9.97465529 14.79283659  4.0938396 ], 196516.744, [ 6.43345287 12.69690571  4.53756728]]
[1, [ 9.97364245 13.29935153  4.10901341], 196516.744, [ 6.43345287 12.69690571  4.53756728]]
X[1, [ 9.96972472 12.2097726   3.81823404], 196516.764, [ 6.43340816 12.72441953  4.54359838]]
[1, [ 9.97474021 13.48119077  3.87520939], 196516.764, [ 6.43340816 12.72441953  4.54359838]]
[1, [ 9.97443744 15.06035535  3.99122121], 196516.764, [ 6.43340816 12.72441953  4.54359838]]
[2, [ 9.97425737 11.86233308  3.92794001], 196516.764, [ 6.43340816 12.72441953  4.54359838]]
[1, [ 9.96975723 12.10479068  4.07694817], 196516.764, [ 6.43340816 12.72441953  4.54359838]]
[1, [ 9.97471299 14.77869801  4.08932149], 196516.764, [ 6.43340816 12.72441953  4.54359838]]
[1, [ 9.97366521 13.28513406  4.09944627], 196516.764, [ 6.43340816 12.72441953  4.54359838]]
X[1, [ 9.96964086 12.22403468  3.81787931], 196516.804, [ 6.43331915 12.77774062  4.55528659]]
[1, [ 9.97363088 13.49056615  3.87347124], 196516.804, [ 6.43331915 12.77774062  4.55528659]]
[1, [ 9.97467524 15.06954431  3.99372213], 196516.804, [ 6.43331915 12.77774062  4.55528659]]
[2, [ 9.97459488 11.87575922  3.92988293], 196516.804, [ 6.43331915 12.77774062  4.55528659]]
[1, [ 9.97468555 14.79145017  4.09468083], 196516.804, [ 6.43331915 12.77774062  4.55528659]]
[1, [ 9.96932135 12.11327611  4.08035753], 196516.804, [ 6.43331915 12.77774062  4.55528659]]
[1, [ 9.97362353 13.29775218  4.10511595], 196516.804, [ 6.43331915 12.77774062  4.55528659]]
X[1, [ 9.96833708 12.23159487  3.81736628], 196516.844, [ 6.43323079 12.8287906   4.56652424]]
[1, [ 9.97365661 13.50190725  3.8790897 ], 196516.844, [ 6.43323079 12.8287906   4.56652424]]
[1, [ 9.97366715 15.07535462  3.99873666], 196516.844, [ 6.43323079 12.8287906   4.56652424]]
[2, [ 9.97349977 11.88268873  3.93186069], 196516.844, [ 6.43323079 12.8287906   4.56652424]]
[1, [ 9.97363812 14.79681529  4.09826612], 196516.844, [ 6.43323079 12.8287906   4.56652424]]
[1, [ 9.96833168 12.12376519  4.08354354], 196516.844, [ 6.43323079 12.8287906   4.56652424]]
[1, [ 9.974706   13.30372848  4.1095339 ], 196516.844, [ 6.43323079 12.8287906   4.56652424]]
X[1, [ 9.96946088 12.2061152   3.8243281 ], 196516.864, [ 6.43318669 12.85346706  4.57202827]]
[1, [ 9.97369909 13.47681378  3.86808822], 196516.864, [ 6.43318669 12.85346706  4.57202827]]
[1, [ 9.97468728 15.05543269  3.9658783 ], 196516.864, [ 6.43318669 12.85346706  4.57202827]]
[1, [ 9.97438272 14.78063973  4.06914559], 196516.864, [ 6.43318669 12.85346706  4.57202827]]
[2, [ 9.97471567 11.86085202  3.9466616 ], 196516.864, [ 6.43318669 12.85346706  4.57202827]]
[1, [ 9.97468959 13.28666741  4.09815408], 196516.864, [ 6.43318669 12.85346706  4.57202827]]
[1, [ 9.96846527 12.10634753  4.09496573], 196516.864, [ 6.43318669 12.85346706  4.57202827]]
X[1, [ 9.97471918 15.11835043  4.01592526], 196517.104, [ 6.43270679 13.0895815   4.62972357]]
[1, [ 9.97470711 13.54267596  3.88610393], 196517.104, [ 6.43270679 13.0895815   4.62972357]]
[1, [ 9.97465764 14.83836043  4.12021746], 196517.104, [ 6.43270679 13.0895815   4.62972357]]
[1, [ 9.96965889 12.27362826  3.8241192 ], 196517.104, [ 6.43270679 13.0895815   4.62972357]]
[1, [ 9.97464056 13.34760427  4.11801702], 196517.104, [ 6.43270679 13.0895815   4.62972357]]
[2, [ 9.97262262 11.92650864  3.9343316 ], 196517.104, [ 6.43270679 13.0895815   4.62972357]]
[1, [ 9.96968351 12.1615688   4.08636964], 196517.104, [ 6.43270679 13.0895815   4.62972357]]
X[1, [ 9.9745234  15.12332453  4.01727899], 196517.144, [ 6.43265701 13.11520808  4.63963845]]
[1, [ 9.97457307 13.54782637  3.88814592], 196517.144, [ 6.43265701 13.11520808  4.63963845]]
[1, [ 9.97455059 14.84518924  4.11464709], 196517.144, [ 6.43265701 13.11520808  4.63963845]]
[1, [ 9.97049148 12.27874221  3.82914824], 196517.144, [ 6.43265701 13.11520808  4.63963845]]
[1, [ 9.97355559 13.34970435  4.12077598], 196517.144, [ 6.43265701 13.11520808  4.63963845]]
[2, [ 9.97336712 11.92858922  3.93652314], 196517.144, [ 6.43265701 13.11520808  4.63963845]]
[1, [ 9.97047995 12.1682586   4.09219569], 196517.144, [ 6.43265701 13.11520808  4.63963845]]
X[1, [ 9.97494417 15.11593505  4.02183845], 196517.164, [ 6.43264167 13.1266796   4.64482586]]
[1, [ 9.97480923 13.54091628  3.88811198], 196517.164, [ 6.43264167 13.1266796   4.64482586]]
[1, [ 9.97488451 14.83787759  4.11996347], 196517.164, [ 6.43264167 13.1266796   4.64482586]]
[1, [ 9.97061218 12.27285056  3.82377914], 196517.164, [ 6.43264167 13.1266796   4.64482586]]
[1, [ 9.97375287 13.34464635  4.11270798], 196517.164, [ 6.43264167 13.1266796   4.64482586]]
[2, [ 9.97341655 11.92298267  3.93207419], 196517.164, [ 6.43264167 13.1266796   4.64482586]]
[1, [ 9.97055072 12.16307104  4.08716482], 196517.164, [ 6.43264167 13.1266796   4.64482586]]
X[1, [ 9.97432982 15.11025423  4.02394363], 196517.184, [ 6.43263465 13.1373092   4.6500592 ]]
[1, [ 9.974983   13.54035598  3.88901227], 196517.184, [ 6.43263465 13.1373092   4.6500592 ]]
[1, [ 9.97417606 14.83254806  4.12331431], 196517.184, [ 6.43263465 13.1373092   4.6500592 ]]
[1, [ 9.96937897 12.27048546  3.81282127], 196517.184, [ 6.43263465 13.1373092   4.6500592 ]]
[1, [ 9.97482369 13.34079361  4.11373041], 196517.184, [ 6.43263465 13.1373092   4.6500592 ]]
[2, [ 9.97217057 11.92061213  3.92693405], 196517.184, [ 6.43263465 13.1373092   4.6500592 ]]
[1, [ 9.9695766  12.15692507  4.08024756], 196517.184, [ 6.43263465 13.1373092   4.6500592 ]]
X[1, [ 9.97425242 15.11506574  4.01945474], 196517.224, [ 6.4326495  13.15623491  4.66033332]]
[1, [ 9.97394993 13.54123989  3.88307946], 196517.224, [ 6.4326495  13.15623491  4.66033332]]
[1, [ 9.97516827 14.83564317  4.11231038], 196517.224, [ 6.4326495  13.15623491  4.66033332]]
[1, [ 9.97051428 12.27040971  3.81946748], 196517.224, [ 6.4326495  13.15623491  4.66033332]]
[1, [ 9.97305739 13.34337182  4.11427921], 196517.224, [ 6.4326495  13.15623491  4.66033332]]
[2, [ 9.97329755 11.92225538  3.93292522], 196517.224, [ 6.4326495  13.15623491  4.66033332]]
[1, [ 9.96829939 12.16033838  4.08863177], 196517.224, [ 6.4326495  13.15623491  4.66033332]]
X[1, [ 9.97526421 15.11472464  4.01519974], 196517.264, [ 6.43270826 13.17232081  4.67000896]]
[1, [ 9.97489242 13.53840999  3.88720203], 196517.264, [ 6.43270826 13.17232081  4.67000896]]
[1, [ 9.97584956 14.83848977  4.11307079], 196517.264, [ 6.43270826 13.17232081  4.67000896]]
[1, [ 9.9704716  12.27178437  3.82430028], 196517.264, [ 6.43270826 13.17232081  4.67000896]]
[1, [ 9.97377794 13.34527456  4.1148317 ], 196517.264, [ 6.43270826 13.17232081  4.67000896]]
[2, [ 9.97325828 11.92371325  3.93772663], 196517.264, [ 6.43270826 13.17232081  4.67000896]]
[1, [ 9.96922558 12.16202626  4.08898063], 196517.264, [ 6.43270826 13.17232081  4.67000896]]
X[1, [ 9.97491486 15.11825907  4.01588731], 196517.304, [ 6.43281977 13.18570561  4.67895491]]
[1, [ 9.97295615 13.54484903  3.88919959], 196517.304, [ 6.43281977 13.18570561  4.67895491]]
[1, [ 9.97482428 14.84049605  4.11755917], 196517.304, [ 6.43281977 13.18570561  4.67895491]]
[1, [ 9.96961064 12.27461208  3.82229739], 196517.304, [ 6.43281977 13.18570561  4.67895491]]
[1, [ 9.97364466 13.34633384  4.11966041], 196517.304, [ 6.43281977 13.18570561  4.67895491]]
[2, [ 9.97327796 11.9255877   3.93891509], 196517.304, [ 6.43281977 13.18570561  4.67895491]]
[1, [ 9.97044158 12.16733142  4.09113613], 196517.304, [ 6.43281977 13.18570561  4.67895491]]
X[1, [ 9.97351869 15.11935489  4.01519348], 196517.344, [ 6.43299246 13.19647441  4.68712184]]
[1, [ 9.97465033 13.54577218  3.88864619], 196517.344, [ 6.43299246 13.19647441  4.68712184]]
[1, [ 9.97449279 14.84647909  4.11820613], 196517.344, [ 6.43299246 13.19647441  4.68712184]]
[1, [ 9.97064671 12.2794554   3.8267848 ], 196517.344, [ 6.43299246 13.19647441  4.68712184]]
[1, [ 9.9746522  13.3483724   4.11573341], 196517.344, [ 6.43299246 13.19647441  4.68712184]]
[2, [ 9.97359528 11.93183565  3.94042801], 196517.344, [ 6.43299246 13.19647441  4.68712184]]
[1, [ 9.96952057 12.16995149  4.09146611], 196517.344, [ 6.43299246 13.19647441  4.68712184]]
X[1, [ 9.97565413 15.1156516   4.01582162], 196517.364, [ 6.43310298 13.2009318   4.69085309]]
[1, [ 9.97380919 13.53994525  3.89037868], 196517.364, [ 6.43310298 13.2009318   4.69085309]]
[1, [ 9.97551571 14.83870025  4.10998144], 196517.364, [ 6.43310298 13.2009318   4.69085309]]
[1, [ 9.96917321 12.27063732  3.82422006], 196517.364, [ 6.43310298 13.2009318   4.69085309]]
[1, [ 9.97366013 13.34259973  4.11750467], 196517.364, [ 6.43310298 13.2009318   4.69085309]]
[2, [ 9.97231527 11.92330357  3.93783954], 196517.364, [ 6.43310298 13.2009318   4.69085309]]
[1, [ 9.96907398 12.16526056  4.08914297], 196517.364, [ 6.43310298 13.2009318   4.69085309]]
X[1, [ 9.97409785 15.12168366  4.01954809], 196517.404, [ 6.43337341 13.20809258  4.69736618]]
[1, [ 9.97474024 13.54572343  3.8867839 ], 196517.404, [ 6.43337341 13.20809258  4.69736618]]
[1, [ 9.97501303 14.84007785  4.11176053], 196517.404, [ 6.43337341 13.20809258  4.69736618]]
[1, [ 9.96947265 12.28012134  3.82471959], 196517.404, [ 6.43337341 13.20809258  4.69736618]]
[1, [ 9.97467206 13.3472228   4.11315602], 196517.404, [ 6.43337341 13.20809258  4.69736618]]
[2, [ 9.97310692 11.92330125  3.93979844], 196517.404, [ 6.43337341 13.20809258  4.69736618]]
[1, [ 9.97024405 12.16418131  4.09200246], 196517.404, [ 6.43337341 13.20809258  4.69736618]]
X[1, [ 9.97345254 15.1259746   4.01559041], 196517.444, [ 6.43371158 13.2129852   4.7022712 ]]
[1, [ 9.97460274 13.54650134  3.89040188], 196517.444, [ 6.43371158 13.2129852   4.7022712 ]]
[1, [ 9.97344131 14.84574359  4.11563837], 196517.444, [ 6.43371158 13.2129852   4.7022712 ]]
[1, [ 9.97064135 12.28103701  3.82471559], 196517.444, [ 6.43371158 13.2129852   4.7022712 ]]
[1, [ 9.97358343 13.35075311  4.11639536], 196517.444, [ 6.43371158 13.2129852   4.7022712 ]]
[2, [ 9.97323242 11.93287142  3.93911681], 196517.444, [ 6.43371158 13.2129852   4.7022712 ]]
[1, [ 9.97075477 12.17288911  4.08829551], 196517.444, [ 6.43371158 13.2129852   4.7022712 ]]
X[1, [ 9.97613305 15.11741702  4.01174267], 196517.464, [ 6.43390728 13.21459165  4.7040624 ]]
[1, [ 9.9738584  13.54298953  3.89119254], 196517.464, [ 6.43390728 13.21459165  4.7040624 ]]
[1, [ 9.9748633  14.83991597  4.11174998], 196517.464, [ 6.43390728 13.21459165  4.7040624 ]]
[1, [ 9.96966935 12.273005    3.82873424], 196517.464, [ 6.43390728 13.21459165  4.7040624 ]]
[1, [ 9.9746257  13.34641173  4.1160535 ], 196517.464, [ 6.43390728 13.21459165  4.7040624 ]]
[2, [ 9.97190795 11.92495001  3.9417995 ], 196517.464, [ 6.43390728 13.21459165  4.7040624 ]]
[1, [ 9.9695545  12.16398511  4.09174695], 196517.464, [ 6.43390728 13.21459165  4.7040624 ]]
X[1, [ 9.97438971 15.11739288  4.01854512], 196517.504, [ 6.43435636 13.21610368  4.70639219]]
[1, [ 9.97371523 13.54533773  3.89291307], 196517.504, [ 6.43435636 13.21610368  4.70639219]]
[1, [ 9.97421027 14.84317067  4.11664417], 196517.504, [ 6.43435636 13.21610368  4.70639219]]
[1, [ 9.97002898 12.27546219  3.82775253], 196517.504, [ 6.43435636 13.21610368  4.70639219]]
[1, [ 9.97459006 13.34658414  4.11600853], 196517.504, [ 6.43435636 13.21610368  4.70639219]]
[2, [ 9.97277255 11.92618195  3.94178673], 196517.504, [ 6.43435636 13.21610368  4.70639219]]
[1, [ 9.96998643 12.16413491  4.08954319], 196517.504, [ 6.43435636 13.21610368  4.70639219]]
X[1, [10.02450145  7.40748778  1.07578782], 196528.184, [13.64648039  5.03287153  2.03900643]]
[1, [10.02461549  7.60819902  1.30594365], 196528.184, [13.64648039  5.03287153  2.03900643]]
X[1, [10.02383992  7.39309247  1.06907396], 196528.204, [13.64834421  5.06036323  2.04299002]]
[1, [10.02392686  7.59298818  1.30002411], 196528.204, [13.64834421  5.06036323  2.04299002]]
X[1, [10.02529686  7.40137775  1.07330795], 196528.244, [13.65196226  5.11376461  2.05093958]]
[1, [10.02461761  7.60010433  1.30097745], 196528.244, [13.65196226  5.11376461  2.05093958]]
X[1, [10.02491685  7.41265077  1.07928192], 196528.284, [13.65543446  5.16504082  2.05882847]]
[1, [10.02393885  7.61471502  1.30377222], 196528.284, [13.65543446  5.16504082  2.05882847]]
X[1, [10.02421477  7.41853586  1.08187285], 196528.324, [13.65876119  5.21418058  2.06659669]]
[1, [10.02421711  7.62279953  1.30824687], 196528.324, [13.65876119  5.21418058  2.06659669]]
X[1, [10.02431856  7.40885386  1.07750321], 196528.344, [13.66036988  5.23794257  2.07042117]]
[1, [10.02447675  7.603187    1.30446719], 196528.344, [13.66036988  5.23794257  2.07042117]]
X[1, [10.02393081  7.41479493  1.08093743], 196528.384, [13.66347798  5.28384467  2.07794509]]
[1, [10.0247959   7.61645516  1.30504969], 196528.384, [13.66347798  5.28384467  2.07794509]]
X[1, [10.03101057  4.23900507  3.80243355], 196530.564, [13.70360506  5.89825775  3.73484007]]
[2, [10.02570418  4.58803596  3.9193693 ], 196530.564, [13.70360506  5.89825775  3.73484007]]
[1, [10.03097552  4.34722848  4.07234792], 196530.564, [13.70360506  5.89825775  3.73484007]]
X[1, [10.03097354  4.24025433  3.79213842], 196530.584, [13.70362764  5.89964691  3.76074738]]
[2, [10.02562661  4.58926012  3.89999769], 196530.584, [13.70362764  5.89964691  3.76074738]]
[1, [10.03102317  4.34848716  4.05301436], 196530.584, [13.70362764  5.89964691  3.76074738]]
X[1, [10.03084318  4.24143356  3.77232769], 196530.604, [13.70364786  5.90101111  3.78621718]]
[2, [10.02566827  4.58146788  3.88922706], 196530.604, [13.70364786  5.90101111  3.78621718]]
[1, [10.02996601  4.34922684  4.03781452], 196530.604, [13.70364786  5.90101111  3.78621718]]
X[1, [10.03234797  4.24131361  3.81019666], 196530.664, [13.70369445  5.90495457  3.86011286]]
[2, [10.02570951  4.58514943  3.91800107], 196530.664, [13.70369445  5.90495457  3.86011286]]
[1, [10.03242805  4.34944441  4.07101623], 196530.664, [13.70369445  5.90495457  3.86011286]]
X[1, [10.03102023  4.23848055  3.81261931], 196530.704, [13.70371504  5.90746221  3.90743332]]
[2, [10.02572128  4.587507    3.92945091], 196530.704, [13.70371504  5.90746221  3.90743332]]
[1, [10.03238202  4.35177019  4.08255538], 196530.704, [13.70371504  5.90746221  3.90743332]]
X[1, [10.03107392  4.24076693  3.82243328], 196530.744, [13.70372845  5.90987728  3.9531728 ]]
[2, [10.02570638  4.58977784  3.93918312], 196530.744, [13.70372845  5.90987728  3.9531728 ]]
[1, [10.03005466  4.34846471  4.08791586], 196530.744, [13.70372845  5.90987728  3.9531728 ]]
X[1, [10.03098287  4.24181589  3.80874947], 196530.764, [13.70373255  5.91105152  3.97540175]]
[2, [10.02501745  4.58608632  3.92541741], 196530.764, [13.70373255  5.91105152  3.97540175]]
[1, [10.0300751   4.34958046  4.07422556], 196530.764, [13.70373255  5.91105152  3.97540175]]
X[1, [10.03091838  4.24394998  3.81607477], 196530.804, [13.70373587  5.91333628  4.01849338]]
[2, [10.02574734  4.584015    3.93270446], 196530.804, [13.70373587  5.91333628  4.01849338]]
[1, [10.03004661  4.35174052  4.08154515], 196530.804, [13.70373587  5.91333628  4.01849338]]
X[1, [10.03093403  4.24502747  3.83691356], 196530.824, [13.70373537  5.91444781  4.03934446]]
[2, [10.02575862  4.58509525  3.95353499], 196530.824, [13.70373537  5.91444781  4.03934446]]
[1, [10.03005761  4.35282439  4.10238134], 196530.824, [13.70373537  5.91444781  4.03934446]]
X[1, [10.03130458  4.24174201  3.82525951], 196530.844, [13.70373347  5.91553946  4.05973602]]
[2, [10.02574054  4.58614451  3.93729852], 196530.844, [13.70373347  5.91553946  4.05973602]]
[1, [10.03243281  4.35043714  4.09071413], 196530.844, [13.70373347  5.91553946  4.05973602]]
X[1, [10.03096466  4.23823224  3.81105716], 196530.864, [13.70372976  5.91661135  4.07967883]]
[2, [10.02567323  4.58724875  3.92785091], 196530.864, [13.70372976  5.91661135  4.07967883]]
[1, [10.03237113  4.35145668  4.0811702 ], 196530.864, [13.70372976  5.91661135  4.07967883]]
X[1, [10.03098944  4.24102458  3.81520751], 196530.904, [13.70371063  5.91868453  4.11824694]]
[2, [10.02567393  4.58976893  3.93290874], 196530.904, [13.70371063  5.91868453  4.11824694]]
[1, [10.03100895  4.34846217  4.08561497], 196530.904, [13.70371063  5.91868453  4.11824694]]
X[1, [10.02980676  4.24183487  3.80852318], 196530.924, [13.70369239  5.91967637  4.13687734]]
[2, [10.0249367   4.58625293  3.92208729], 196530.924, [13.70369239  5.91967637  4.13687734]]
[1, [10.0310631   4.34963945  4.07466188], 196530.924, [13.70369239  5.91967637  4.13687734]]
X[1, [10.03194228  4.24060516  3.81298026], 196530.964, [13.70363279  5.92155405  4.17281228]]
[2, [10.025437    4.58423857  3.92206033], 196530.964, [13.70363279  5.92155405  4.17281228]]
[1, [10.03094402  4.35191716  4.07452048], 196530.964, [13.70363279  5.92155405  4.17281228]]
X[1, [10.03032899  4.23634685  3.81426391], 196530.984, [13.70358379  5.92243855  4.1901045 ]]
[2, [10.02527366  4.58534549  3.92355957], 196530.984, [13.70358379  5.92243855  4.1901045 ]]
[1, [10.03241809  4.34934706  4.07613738], 196530.984, [13.70358379  5.92243855  4.1901045 ]]
X[1, [10.03088811  4.24131619  3.82122657], 196531.044, [13.70328026  5.9248812   4.23922275]]
[2, [10.02595052  4.59060882  3.93506489], 196531.044, [13.70328026  5.9248812   4.23922275]]
[1, [10.0298782   4.34915468  4.08759555], 196531.044, [13.70328026  5.9248812   4.23922275]]
X[1, [10.03231093  4.23555551  3.80430383], 196531.024, [13.70341527  5.92410142  4.22331106]]
[2, [10.02590093  4.57953333  3.91337913], 196531.024, [13.70341527  5.92410142  4.22331106]]
[1, [10.03365193  4.34417193  4.06614843], 196531.024, [13.70341527  5.92410142  4.22331106]]
X[1, [10.0309427   4.2414258   3.82173099], 196531.104, [13.70258855  5.92702683  4.28423667]]
[2, [10.02494668  4.58570832  3.93054138], 196531.104, [13.70258855  5.92702683  4.28423667]]
[1, [10.03113262  4.35049183  4.08358778], 196531.104, [13.70258855  5.92702683  4.28423667]]
X[1, [10.03182016  4.23698057  3.81227619], 196531.124, [13.70224486  5.92768257  4.2983484 ]]
[2, [10.02640046  4.58587106  3.93002161], 196531.124, [13.70224486  5.92768257  4.2983484 ]]
[1, [10.03230572  4.34644847  4.08310039], 196531.124, [13.70224486  5.92768257  4.2983484 ]]
X[1, [10.03180778  4.2385347   3.81789667], 196531.164, [13.70135722  5.92891625  4.32524555]]
[2, [10.02672201  4.58723509  3.93062622], 196531.164, [13.70135722  5.92891625  4.32524555]]
[1, [10.03203957  4.34838422  4.07941207], 196531.164, [13.70135722  5.92891625  4.32524555]]
X[1, [10.03371608  4.23706058  3.81665368], 196531.184, [13.70080179  5.92949915  4.33802797]]
[2, [10.02737564  4.58026572  3.9242933 ], 196531.184, [13.70080179  5.92949915  4.33802797]]
[1, [10.03424026  4.33822679  4.07787182], 196531.184, [13.70080179  5.92949915  4.33802797]]
X[1, [10.03564862  4.22762013  3.81047841], 196531.204, [13.70016532  5.93006284  4.35036317]]
[2, [10.03041522  4.57525134  3.92243174], 196531.204, [13.70016532  5.93006284  4.35036317]]
[1, [10.03726488  4.33847509  4.07600728], 196531.204, [13.70016532  5.93006284  4.35036317]]
X[1, [10.03293272  4.23749274  3.815192  ], 196531.264, [13.69772419  5.93165823  4.38468425]]
[2, [10.02728071  4.58371871  3.93079255], 196531.264, [13.69772419  5.93165823  4.38468425]]
[1, [10.0332016   4.34811274  4.08452692], 196531.264, [13.69772419  5.93165823  4.38468425]]
X[1, [10.03177127  4.24318349  3.81813808], 196531.304, [13.69561167  5.93265745  4.40534445]]
